response_id,last_use,usage_experience,skill_level,lenof | _Lenof,lengthof | _Lengthof,countof | _Countof,nelemsof | _Nelemsof,nelementsof | _Nelementsof,extentof | _Extentof,"`_Keyword` and &lt;stdkeyword.h&gt;",Just `_Keyword`,Lowercase `keyword`,_Lengthof keyword; no macro in header,_Lengthof keyword; lengthof macro,lengthof keyword; no macro in header,_Extentof keyword; no macro in header,_Extentof keyword; extentof macro,extentof keyword; no macro in header,_Lenof keyword; no macro in header,_Lenof keyword; lenof macro,lenof keyword; no macro in header,_Countof keyword; no macro in header,_Countof keyword; countof macro,countof keyword; no macro in header,_Nelemsof keyword; no macro in header,_Nelemsof keyword; nelemsof macro,nelemsof keyword; no macro in header,nelementsof keyword; no macro in header,comment
122,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,-3,1,5,-3,-3,-1,-1,1,5,-3,-3,1,-5,-5,-5,-3,-3,-3,3,3,5,-1,-3,1,-3,
123,Recently (0 to 2 years ago),10 to 20 years,Hobbyist / Personal Projects,1,1,3,1,3,3,0,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
124,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,3,1,3,-1,-3,3,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
125,Recently (0 to 2 years ago),10 to 20 years,Academic / Research Software Development,1,1,3,-1,-1,-1,1,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
126,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,1,1,1,-1,-1,-1,1,-3,3,-3,3,5,-3,-1,-1,-3,1,1,-3,3,5,-3,-1,-1,-1,"If nitems() is already used, with exactly this semantic, why is it not the *best* option?"
127,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,1,5,1,3,1,3,1,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
128,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,5,1,1,-5,-3,-1,-5,-3,5,-5,-5,1,-5,-5,1,-5,-5,5,-5,-5,3,-5,-5,-3,-3,
129,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,3,5,-1,-1,1,-1,0,0,5,-1,1,5,-1,-1,-1,-1,1,3,-1,-1,1,-1,-1,1,3,
130,Recently (0 to 2 years ago),30+ years,Software Mentor; Professor / Teacher; Trainer,-5,-5,5,3,3,-5,1,3,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,3,5,1,-1,1,1,
131,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,5,3,1,-1,-3,1,3,-3,1,-3,3,1,-3,1,1,-3,5,3,-3,-1,-1,-5,-3,-3,-3,
132,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-5,-1,5,-5,-3,3,-1,1,3,-3,0,-1,1,0,3,-5,-5,-5,1,0,5,-5,-5,-5,-5,
133,10 to 20 years ago,5 to 10 years,Professional / Industrial Software Development,-3,-3,1,-3,-1,5,3,-1,5,-5,-5,-5,3,5,5,-5,-5,-5,1,3,3,-3,-3,-3,-1,"I am mainly a C++ developer and WG21 member.  I would prefer ""extentof"" for better alignment with C++."
134,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-5,-5,-5,-5,-5,5,-3,-1,3,-3,-3,-3,3,3,5,-3,-3,-3,-3,-3,-1,-1,-1,-1,-1,"Extent is the only thing that properly reflects what is going on.  ""Count"",and  ""Len"" both imply stuff that isn't intended to be reflected here.  the ""nelemsof""/""nelementsof"" are a distant second, but the meaning of 'n' there is kinda opaque."
135,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-1,1,1,-5,-5,-5,-1,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
136,Recently (0 to 2 years ago),30+ years,Software Mentor; Professor / Teacher; Trainer,1,1,5,-1,-1,-5,5,-5,1,-1,1,-5,-5,-5,-5,-1,1,-5,3,5,-1,-3,-1,-3,-1,I mentor C in person; having an operator which can be easily pronounced and is unambiguous in oral usage would be a significant asset. 'lengthof' and 'countof' both meet that requirement.
137,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,3,5,5,-3,-5,-1,-3,-1,5,-3,3,5,-3,-1,1,-3,1,3,-3,3,5,-3,-1,1,1,
138,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,1,1,3,1,-3,3,5,1,-3,-1,1,-3,-1,3,-3,-1,1,-3,-1,3,-3,-1,1,-3,-3,
139,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,1,-1,5,-5,-5,-3,-5,-3,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,
140,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,-3,-1,-3,1,5,-3,-3,-3,3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,5,"1. Unix and C are full of abbreviated names (e.g., ""int"" instead of ""integer"") because the keys on an ASR33 took a lot of effort to press. (Compare with the ""INTEGER"" of FORTRAN; the keys of an IBM 026 keybunch took little effort to press.) There is no good reason today to use abbreviated names. 2. For what it's worth, I was chair of the Ad Hoc 64-bit C Data Types group; see https://cacm.acm.org/news/the-long-road-to-64-bits/. 3. Is there a good reason why this text field is one long line and doesn't allow me to insert paragraph breaks? It also makes editing it difficult."
141,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,1,5,3,-3,-3,-5,-3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
142,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-5,1,5,-3,-1,5,5,3,-5,1,1,-5,3,5,-5,-3,-3,-5,3,5,-5,-3,-3,-3,-5,"My preference for _Extentof/extentof is wholly predicated on _Rankof/rankof; if that work is not guaranteed or unlikely to happen, I would instead throw my full weight/preference behind _Countof/countof"
143,Recently (0 to 2 years ago),10 to 20 years,Academic / Research Software Development,1,1,3,-1,-1,-3,-1,1,3,1,-1,1,-3,-5,-3,1,-1,1,5,1,5,-1,-3,-1,-1,
144,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-3,-3,-3,-5,-5,-5,-5,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"terrible choices. A sensible one that I use in my projects is ""array_size()"". It seems that the committee deemed it ""awkward to spell"", which is of course nonsense"
145,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,5,3,-1,1,-1,1,-1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146,Recently (0 to 2 years ago),5 to 10 years,Hobbyist / Personal Projects,3,3,1,-3,-1,-1,3,-3,3,-3,0,0,-3,0,0,-3,0,0,-3,0,0,-3,0,0,0,
147,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,5,3,3,-5,-1,-1,-1,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
148,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,0,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
149,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,-1,5,5,-5,-5,-5,-1,-5,5,-5,-1,5,-5,-5,-5,-5,-5,-5,-5,-1,5,-5,-5,-5,-5,
150,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,-1,1,3,3,3,5,-1,-5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I like the extent + rank idea
151,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-1,-1,1,1,3,1,1,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
152,5 to 10 years ago,5 to 10 years,Professional / Industrial Software Development,-3,-3,5,-3,-3,-3,-5,-5,5,-5,-5,1,-5,-5,-1,-5,-5,-1,-5,-5,5,-5,-5,-3,-3,Leading underscores can go to hell.
153,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-1,3,3,-1,-1,1,1,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
154,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-3,1,3,0,-1,3,3,-1,3,-1,1,1,1,3,3,-3,-3,-3,1,3,3,-3,-3,-3,-3,
155,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-3,3,3,-5,-5,-3,-1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
156,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-5,-3,-1,5,1,-3,-5,-1,5,-3,-3,-1,-5,-5,-5,-3,-3,-1,-5,-5,-3,-1,1,5,3,
157,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-5,-5,-5,1,5,0,-5,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,nelementsof in a separate header like how it is for 'true'/'false' in stdbool.h
158,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-3,5,5,-5,-5,1,-3,-3,5,-3,-5,5,-3,-5,1,-3,-5,-3,-3,-5,5,-5,-5,-5,-5,
159,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,1,1,5,-1,-3,-1,-3,1,5,-1,-1,1,-1,-1,-3,-1,-1,1,1,1,5,-1,-1,-1,-3,
160,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-5,-5,5,-5,-5,-5,-5,-5,5,-5,-5,1,-5,-5,1,-5,-5,1,-5,-5,5,-5,-5,1,-5,
161,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,1,1,-1,-1,3,-3,3,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
162,Recently (0 to 2 years ago),10 to 20 years,Hobbyist / Personal Projects,3,5,1,-3,-1,-5,5,-1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
163,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,1,-5,1,-5,-5,-5,-5,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Why not just sizeof?
164,Recently (0 to 2 years ago),Recently (0 to 2 years),Academic / Research Software Development,3,-3,3,-1,-1,3,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
165,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-1,-1,5,3,1,-5,1,3,5,-3,-3,-1,-5,-5,-5,-3,-3,-1,-1,-1,5,-3,-3,3,1,
166,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-1,1,5,-3,-3,-5,5,3,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
167,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-1,1,5,-3,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,
168,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,-1,1,3,-1,1,-1,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
169,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,-5,5,-3,-5,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
170,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,1,1,3,5,1,1,-3,-1,3,-3,-3,-1,-3,-3,-1,-3,-3,-1,-3,-3,1,-3,-3,5,0,I've checked the Oracle Solaris code base and none of the proposals cause any name clashes for us. We also have an existing macro called ARRAY_LEN() that we currently use.
171,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-5,3,5,1,1,-5,5,-1,0,1,3,1,-5,-5,-5,-3,-3,-5,3,5,1,-1,-1,1,1,
172,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-3,-1,5,3,1,-1,-3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
173,Recently (0 to 2 years ago),10 to 20 years,Hobbyist / Personal Projects,-5,3,-3,-5,-3,-5,1,-3,5,-5,-3,5,-5,-3,3,-5,-3,-3,-5,-3,-1,-5,-3,-3,-3,
174,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-1,3,1,0,-3,-3,-5,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
175,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,3,1,5,1,-1,1,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
176,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-3,3,5,-5,-5,-1,3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
177,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-5,-3,5,-1,-3,1,1,3,3,0,0,0,0,0,0,-5,-5,-5,5,3,3,0,0,0,0,
178,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-1,-1,5,3,1,-1,-1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
179,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,1,1,5,-3,-3,-1,1,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
180,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,1,1,3,-1,-3,-3,-3,-3,3,-3,-3,3,-3,-3,-3,-1,-1,1,-3,-3,3,-3,-3,-1,-3,
181,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,-5,-5,5,-3,-1,-5,5,1,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,
182,Recently (0 to 2 years ago),5 to 10 years,Software Mentor; Professor / Teacher; Trainer,3,5,1,-3,-3,-1,-3,-1,3,0,0,5,0,0,0,0,0,0,0,0,0,0,-5,0,0,Keep up the good work.
183,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,1,3,5,-3,-3,-5,5,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
184,10 to 20 years ago,Recently (0 to 2 years),Professional / Industrial Software Development,-3,3,-3,-5,-3,1,1,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
185,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-1,3,3,-3,-3,-3,-1,1,3,3,1,3,-3,-3,-3,1,-1,3,1,-1,3,-3,-3,-3,-3,hi
186,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,3,1,5,-3,-3,-5,5,-5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
187,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-3,-3,-1,3,1,-3,5,-1,-3,-5,-1,-1,-5,-3,-3,-5,-3,-5,-5,1,-1,-5,3,-1,-1,
188,Recently (0 to 2 years ago),10 to 20 years,Hobbyist / Personal Projects,1,-3,1,-3,-3,-3,1,-3,3,-3,-3,-3,-3,-3,-3,-3,1,1,-3,1,1,-3,-3,-3,-3,
189,Recently (0 to 2 years ago),2 to 5 years,Academic / Research Software Development,3,5,3,-5,-5,-3,-1,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
190,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,1,1,3,1,1,0,-3,-1,3,-3,-3,3,-3,-3,3,-3,-3,3,-3,-3,3,-3,-3,1,1,
191,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,1,1,5,-3,-1,-3,5,1,-3,-3,3,-1,-3,-1,-3,1,1,-5,1,5,1,-1,-1,-3,-1,
192,Recently (0 to 2 years ago),5 to 10 years,Hobbyist / Personal Projects,3,3,-1,-5,-5,-5,-3,-3,5,-5,-5,3,-5,-5,-5,-5,-5,3,-5,-5,1,0,-5,-5,-5,
193,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,-1,3,5,-1,-3,-5,-1,3,5,-5,-5,3,-5,-5,-5,-5,-5,-3,-5,-5,5,-5,-5,-3,-5,Thank you for polling developers for input on this :)
194,2 to 5 years ago,10 to 20 years,Professional / Industrial Software Development,-1,5,3,-3,-5,3,-3,-5,5,-3,1,5,-5,-1,3,-5,-3,-1,-5,-1,3,-5,-3,-3,-5,
195,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,5,5,3,-3,-3,-1,5,3,-1,3,5,1,1,1,-1,3,5,-1,1,3,-1,-3,-3,-5,-3,"I'll drop the blasphemous LengthOf/_LengthOf in with PascalCase in, as I think it's much clearer, even if less consistent."
196,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-1,-1,5,-3,-5,-3,5,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
197,Recently (0 to 2 years ago),5 to 10 years,Academic / Research Software Development,-5,-1,1,-3,3,5,-5,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
198,Recently (0 to 2 years ago),5 to 10 years,Academic / Research Software Development,-3,-1,5,-5,-3,3,-5,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I think countof is the best option because it’s less likely than lengthof/lemon to get confused with string length, much easier to remember how to spell than nelements/nelems/etc. (especially for non-English speakers), and extremely clear in its meaning."
199,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-3,-1,5,-3,-3,-5,5,-5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-3,1,5,-3,-3,-1,5,-1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,
201,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,3,5,-1,1,-3,-3,5,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,-3,-3,3,1,-3,1,-1,-1,3,-5,-5,-3,-5,-5,1,-5,-5,-3,1,1,5,1,1,3,-5,
203,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-5,-5,5,-3,-3,3,-1,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
204,Recently (0 to 2 years ago),Recently (0 to 2 years),Just Reading / Just Learning,3,5,1,-5,-5,-5,3,3,-1,5,5,-3,-5,-5,-5,3,3,-3,1,1,-3,-5,-5,-5,-5,
205,Recently (0 to 2 years ago),5 to 10 years,Hobbyist / Personal Projects,3,5,1,-3,-1,-5,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
206,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,3,5,3,-5,-3,1,3,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
207,5 to 10 years ago,20 to 30 years,Professional / Industrial Software Development,1,5,3,0,-3,-1,-1,-5,5,-3,3,5,-3,1,3,-5,1,3,-3,1,3,-3,-1,1,-1,
208,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,3,5,1,-1,-3,1,5,3,1,3,5,3,1,1,-1,1,1,1,1,1,1,-1,-1,-1,-3,
209,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,-1,1,3,-5,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
210,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,-1,3,5,-5,-3,1,1,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
211,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-1,3,1,-3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
212,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,5,3,1,3,-3,-5,-1,-1,5,-3,-3,-3,-3,-5,0,1,1,5,-1,-1,1,-3,-3,3,1,
213,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-3,1,3,-3,-3,-3,3,1,3,1,-1,1,-3,-3,-3,-5,-5,-5,1,-3,1,-5,-5,-5,-5,
214,Recently (0 to 2 years ago),10 to 20 years,Software Mentor; Professor / Teacher; Trainer,-1,1,-5,-5,-5,-3,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
215,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,3,3,1,-1,-3,-3,3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
216,Recently (0 to 2 years ago),Recently (0 to 2 years),Professional / Industrial Software Development,1,5,-1,-3,1,1,1,-1,5,-1,1,5,-1,1,1,-3,1,3,-3,-3,-1,-5,-3,-1,1,"condensed versions make the intent hard to parse when first reading. Especially nelemsof. Learnable, but makes the language that much more difficult to get into"
217,Recently (0 to 2 years ago),5 to 10 years,Academic / Research Software Development,3,3,5,3,0,-5,1,-5,5,-1,1,5,-5,-5,-5,-3,1,3,-1,1,5,-1,1,5,-1,
218,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-5,-3,5,-5,3,1,3,-1,5,-3,-1,-1,-3,1,3,-5,-5,-5,-1,3,5,-5,-5,-5,5,"Wowee, this poll is great!"
219,Recently (0 to 2 years ago),2 to 5 years,Academic / Research Software Development,-5,-5,3,-5,-5,3,5,-5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
220,Recently (0 to 2 years ago),5 to 10 years,Academic / Research Software Development,3,5,1,-3,-5,-1,-5,-5,5,-3,-3,5,-5,-5,1,-3,-3,3,-5,-5,1,-5,-5,-1,-1,Every single underscored keyword should be removed and made either a header macro (with no underscore) or made true keywords.
221,Recently (0 to 2 years ago),5 to 10 years,Hobbyist / Personal Projects,5,1,1,-3,-5,-5,5,-5,-1,-5,1,1,-5,0,-3,-5,3,1,-5,3,1,-5,-1,-1,-1,
222,Recently (0 to 2 years ago),5 to 10 years,Academic / Research Software Development,-1,-3,3,1,-1,-1,3,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thank you for doing this!
223,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,5,3,-1,1,-3,-5,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
224,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,0,0,1,-1,-3,-5,3,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
225,Recently (0 to 2 years ago),10 to 20 years,Software Mentor; Professor / Teacher; Trainer,1,3,3,1,-3,-1,3,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I would like macro headers (like stdbool.h, stdalign.h, assert.h (I think?)) if we could get all of the ones relevant to a given version of C under one single umbrella header, like stdc23.h or similar"
226,Recently (0 to 2 years ago),5 to 10 years,Academic / Research Software Development,5,1,3,-3,-3,-3,1,-3,3,-3,3,3,-3,-1,-3,-3,3,3,-3,1,1,-3,-3,-5,-5,
227,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-3,3,1,3,1,-1,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
228,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,-3,-3,5,-5,1,-1,-5,-3,5,-5,-5,-5,-5,-5,-1,-5,-5,-5,-1,-3,5,-3,-3,-3,-1,
229,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,1,3,-1,-3,-5,-3,3,-1,3,-1,3,3,-3,-3,-3,-1,1,1,-3,-1,-1,-3,-3,-3,-5,
230,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-1,1,3,-1,-1,3,1,-5,5,-5,1,3,-5,1,3,-5,-1,1,-5,3,5,-5,-3,-5,-3,
231,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,5,3,-1,-3,-5,1,-3,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Count reminds me of PHP, which is why I hate. The most appealing option is having beginners learn that the size of something is often in bytes while the length of something is in blocks of arbitrary size. Something simple that's not hard to remember or to write."
232,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-1,1,1,-3,-3,3,-3,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"as BSD user, i think using ""nitems"" would not be ""taking"" it from BSDs, but rather just a way to standarize existing practice. many other BSD extensions have been introduced into other standards, i see no reason not to do the same here."
233,2 to 5 years ago,2 to 5 years,Hobbyist / Personal Projects,1,3,3,-3,-3,-5,-5,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
234,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-1,1,3,-1,-1,1,1,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
235,Recently (0 to 2 years ago),Recently (0 to 2 years),Just Reading / Just Learning,0,3,1,-5,-3,5,-3,-5,5,-5,-1,5,-5,-3,5,-5,-3,1,0,0,3,-5,-3,-3,-1,
236,Recently (0 to 2 years ago),5 to 10 years,Hobbyist / Personal Projects,1,5,-1,-3,-3,5,3,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
237,20 to 30 years ago,2 to 5 years,Professional / Industrial Software Development,-1,1,1,-1,1,1,-1,-1,3,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,3,"Currently working on rpm packaging, which includes patching C programs. I need a bit getting back into C though."
238,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,-1,3,5,-5,-3,1,5,1,-3,1,3,-5,1,3,-5,-3,-1,-5,3,5,-5,-5,-3,-5,-5,
239,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,3,1,5,-1,-1,-3,-5,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
240,Recently (0 to 2 years ago),Recently (0 to 2 years),Hobbyist / Personal Projects,1,3,3,-3,-3,1,3,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
241,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-3,5,1,-5,-5,3,-5,-3,5,-3,-3,5,-3,-5,3,-3,-5,-3,-3,-5,1,-3,-5,-5,-5,
242,Recently (0 to 2 years ago),5 to 10 years,Software Mentor; Professor / Teacher; Trainer,1,5,3,1,1,1,-1,1,3,1,1,5,1,1,1,1,1,3,1,1,3,1,1,1,1,
243,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,1,3,3,-5,-5,-1,0,0,0,3,3,3,-1,-1,-1,1,1,1,3,3,3,-5,-5,-5,-5,"C should get namespaces, then we would not need _Underscore style naming"
244,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,-1,-3,3,-1,-3,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
245,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-3,5,-1,-5,-5,-1,5,-1,-5,1,5,-5,-3,-1,-5,-5,-5,-5,-3,-1,-5,-5,-5,-5,-5,
